id;Comp. Word;Frequency;Grammatical Feature;Pronunciation;English Translation;heisig_numbers;max_heisig_numbers
24385;残置;3;light-verb -suru attached;ざんち;left behind;(871, 895);895
24386;刺股;3;general noun;さすまた;two-pronged weapon for catching a criminal;(446, 764);764
24387;四辻;3;general noun;よつつじ;crossroads;(4, 297);297
24388;士人;3;general noun;しじん;samurai;(341, 1023);1023
24389;志気;3;general noun;しき;determination;(645, 2030);2030
24390;思量;3;light-verb -suru attached;しりょう;careful consideration;(651, 189);651
24391;指値;3;general noun;さしね;limit price;(711, 1052);1052
24392;支脈;3;general noun;しみゃく;spur;(768, 2000);2000
24393;糸偏;3;general noun;いとへん;"kanji ""thread"" radical at left";(1431, 1964);1964
24394;糸柳;3;general noun;いとやなぎ;weeping willow;(1431, 1525);1525
24395;紫根;3;general noun;しこん;gromwell root;(1475, 1571);1571
24396;脂粉;3;general noun;しふん;rouge and powder;(494, 988);988
24397;至孝;3;general noun;しこう;supreme filial piety;(815, 1342);1342
24398;至純;3;adjectival noun, na-adjective;しじゅん;absolute purity;(815, 1609);1609
24399;詩趣;3;general noun;ししゅ;poetic;(370, 883);883
24400;資性;3;general noun;しせい;one's nature or disposition;(512, 1679);1679
24401;飼犬;3;general noun;飼犬;pet dog;(2010, 253);2010
24402;侍者;3;general noun;じしゃ;attendant;(1050, 1345);1345
24403;侍臣;3;general noun;じしん;courtier;(1050, 911);1050
24404;持家;3;general noun;もちいえ;house;(712, 580);712
24405;時人;3;general noun;じじん;contemporaries;(171, 1023);1023
24406;次数;3;general noun;じすう;degree;(510, 998);998
24407;痔疾;3;general noun;じしつ;hemorrhoids;(9999, 1819);9999
24408;痔瘻;3;general noun;じろう;anal fistula;(9999, 9999);9999
24409;耳鼻;3;general noun;じび;nose and ears;(881, 733);881
24410;自社;3;general noun;じしゃ;one's company;(36, 1173);1173
24411;式台;3;general noun;しきだい;step in a Japanese entranceway;(377, 805);805
24412;軸物;3;general noun;じくもの;scroll;(1193, 1129);1193
24413;七道;3;general noun;しちどう;the seven districts of ancient Japan;(7, 295);295
24414;写像;3;light-verb -suru attached;しゃぞう;mapping;(1336, 2131);2131
24415;捨子;3;general noun;すてご;abandoned child;(707, 99);707
24416;斜体;3;general noun;しゃたい;italic;(1791, 1030);1791
24417;斜辺;3;general noun;しゃへん;oblique line;(1791, 302);1791
24418;社日;3;general noun;しゃにち;tsuchinoe day that falls closest to the vernal or autumnal equinox;(1173, 12);1173
24419;車寄;3;general noun;くるまよせ;carriage porch;(304, 204);304
24420;遮蔽;3;light-verb -suru attached;しゃへい;screen;(1276, 1119);1276
24421;蛇蝎;3;general noun;だかつ;and scorpion;(558, 9999);9999
24422;邪淫;3;general noun;じゃいん;lewdness;(2055, 788);2055
24423;邪見;3;general noun;じゃけん;evil point of view;(2055, 61);2055
24424;邪慳;3;adjectival noun, na-adjective;じゃけん;cruelty;(2055, 9999);9999
24425;弱国;3;general noun;じゃっこく;weak country;(1323, 624);1323
24426;主格;3;general noun;しゅかく;nominative case;(284, 312);312
24427;主潮;3;general noun;しゅちょう;main current;(284, 152);284
24428;主謀;3;general noun;しゅぼう;plotting;(284, 1897);1897
24429;取的;3;general noun;とりてき;low-ranking unsalaried wrestler;(882, 73);882
24430;守宮;3;general noun;やもり;gecko;(198, 1110);1110
24431;手職;3;general noun;てしょく;handicraft;(687, 887);887
24432;手偏;3;general noun;てへん;"kanji ""hand"" radical at left ";(687, 1964);1964
24433;酒保;3;general noun;しゅほ;canteen;(1535, 1072);1535
24434;酒楼;3;general noun;しゅろう;restaurant;(1535, 999);1535
24435;首鼠;3;general noun;しゅそ;being unable to make up one's mind;(74, 9999);9999
24436;儒官;3;general noun;じゅかん;official Confucian teacher;(1250, 1363);1363
24437;受洗;3;light-verb -suru attached;じゅせん;being baptized;(794, 264);794
24438;樹陰;3;general noun;じゅいん;shade of tree;(1554, 1718);1718
24439;囚役;3;general noun;しゅうえき;prison labor;(1094, 949);1094
24440;愁傷;3;general noun;しゅうしょう;grief;(967, 1071);1071
24441;秋思;3;general noun;しゅうし;lonely feeling of fall;(966, 651);966
24442;舟底;3;general noun;ふねそこ;ship's bottom;(2012, 1975);2012
24443;衆道;3;general noun;しゅどう;male homosexuality;(2001, 295);2001
24444;週番;3;general noun;しゅうばん;weekly duty;(340, 2058);2058
24445;醜名;3;general noun;しこな;wrestler's stage name;(2176, 117);2176
24446;十善;3;general noun;じゅうぜん;the ten good acts;(10, 1112);1112
24447;縦縞;3;general noun;たてじま;vertical stripes;(1436, 9999);9999
24448;重祚;3;light-verb -suru attached;じゅうそ;second accession to the throne;(1805, 9999);9999
24449;銃猟;3;general noun;じゅうりょう;shooting;(824, 2090);2090
24450;宿老;3;general noun;しゅくろう;old men;(1070, 1340);1340
24451;宿六;3;general noun;やどろく;husband;(1070, 6);1070
24452;祝祷;3;light-verb -suru attached;しゅくとう;benediction;(1170, 9999);9999
24453;出花;3;general noun;でばな;first brew of tea;(829, 1084);1084
24454;出格;3;general noun;しゅっかく;elative;(829, 312);829
24455;出湯;3;general noun;いでゆ;hot spring;(829, 585);829
24456;出鼻;3;general noun;でっぱな;projecting part;(829, 733);829
24457;術数;3;general noun;じゅっすう;strategem;(1644, 998);1644
24458;峻険;3;adjectival noun, na-adjective;しゅんけん;steep;(9999, 1802);9999
24459;峻嶺;3;general noun;しゅんれい;steep peak;(9999, 9999);9999
24460;春泥;3;general noun;しゅんでい;spring sludge;(1690, 1135);1690
24461;淳良;3;adjectival noun, na-adjective;じゅんりょう;simple and kind;(9999, 1578);9999
24462;巡遊;3;light-verb -suru attached;じゅんゆう;a tour;(303, 1126);1126
24463;順境;3;general noun;じゅんきょう;favorable circumstances;(136, 523);523
24464;所為;3;nonselfsustaining noun;しょい;consequence;(1208, 2067);2067
24465;所生;3;general noun;しょせい;birth parents;(1208, 1675);1675
24466;緒言;3;general noun;ちょげん;foreword;(1444, 357);1444
24467;諸賢;3;general noun;しょけん;you or them;(1351, 915);1351
24468;諸手;3;general noun;もろて;both hands;(1351, 687);1351
24469;諸種;3;general noun;しょしゅ;various kinds;(1351, 1810);1810
24470;諸味;3;general noun;もろみ;main fermenting mash;(1351, 233);1351
24471;除数;3;general noun;じょすう;divisor;(1787, 998);1787
24472;商港;3;general noun;しょうこう;commercial port;(471, 1940);1940
24473;将卒;3;general noun;しょうそつ;officers and men;(789, 1102);1102
24474;小使;3;general noun;こづかい;janitor;(110, 1065);1065
24475;小暑;3;general noun;しょうしょ;minor heat solar term;(110, 1350);1350
24476;小乗;3;general noun;しょうじょう;Hinayana;(110, 1709);1709
24477;小身;3;general noun;しょうしん;humble position;(110, 1337);1337
24478;小潮;3;general noun;こしお;neap tide;(110, 152);152
24479;小勇;3;general noun;しょうゆう;brute courage;(110, 1509);1509
24480;招宴;3;general noun;しょうえん;banquet;(702, 203);702
24481;焼魚;3;general noun;やきざかな;grilled fish;(1284, 183);1284
24482;焦心;3;light-verb -suru attached;しょうしん;impatience;(599, 639);639
24483;焦躁;3;light-verb -suru attached;しょうそう;impatience;(599, 9999);9999
24484;笑窪;3;general noun;えくぼ;dimple;(1008, 1421);1421
24485;笑殺;3;light-verb -suru attached;しょうさつ;laughing off;(1008, 1607);1607
24486;笑納;3;light-verb -suru attached;しょうのう;please accept;(1008, 1456);1456
24487;詳密;3;adjectival noun, na-adjective;しょうみつ;minute;(589, 837);837
24488;賞美;3;light-verb -suru attached;しょうび;admiration;(859, 587);859
24489;上作;3;general noun;じょうさく;good crop;(50, 1224);1224
24490;上寿;3;general noun;じょうじゅ;100th birthday;(50, 1687);1687
24491;冗費;3;general noun;じょうひ;unnecessary expense;(321, 1326);1326
24492;城府;3;general noun;じょうふ;town;(387, 1077);1077
24493;情炎;3;general noun;じょうえん;burning passion;(1657, 174);1657
24494;条令;3;general noun;じょうれい;regulation;(319, 1503);1503
24495;浄域;3;general noun;じょういき;sacred ground;(1239, 380);1239
24496;譲葉;3;general noun;ゆずりは;false daphne;(1648, 243);1648
24497;信女;3;general noun;しんにょ;female lay devotee;(1043, 102);1043
24498;信服;3;light-verb -suru attached;しんぷく;being convinced;(1043, 1501);1501
24499;寝首;3;general noun;ねくび;head of a sleeping person;(1233, 74);1233
24500;心魂;3;general noun;しんこん;heart and soul;(639, 2177);2177
24501;振子;3;general noun;ふりこ;pendulum;(2167, 99);2167
24502;新形;3;general noun;しんがた;new type;(1619, 1847);1847
24503;新刀;3;general noun;しんとう;newly forged sword;(1619, 87);1619
24504;新篇;3;general noun;しんへん;new edition;(1619, 9999);9999
24505;浸漬;3;light-verb -suru attached;ひた漬;dipping;(1232, 1665);1665
24506;深意;3;general noun;しんい;deep or profound meaning;(1426, 654);1426
24507;深間;3;general noun;ふかま;depths;(1426, 1747);1747
24508;深長;3;general noun;しんちょう;profound;(1426, 2070);2070
24509;申入;3;general noun;もうしいれ;proposal;(1198, 842);1198
24510;真黒;3;adjectival noun, na-adjective;まっくろ;pitch black;(79, 186);186
24511;真裸;3;general noun;まっぱだか;nudity;(79, 1205);1205
24512;神授;3;general noun;しんじゅ;divine gift;(1200, 795);1200
24513;神饌;3;general noun;しんせん;food and alcohol offering to the gods;(1200, 9999);9999
24514;親株;3;general noun;おやかぶ;parent root or stock;(1621, 236);1621
24515;親骨;3;general noun;おやぼね;outer two ribs of a folding fan;(1621, 1383);1621
24516;親藩;3;general noun;しんぱん;feudal domain owned by a Tokugawa family branch;(1621, 2061);2061
24517;親炙;3;light-verb -suru attached;しんしゃ;coming into close contact and being influenced by;(1621, 9999);9999
24518;身許;3;general noun;みもと;person's identity;(1337, 611);1337
24519;進貢;3;light-verb -suru attached;しんこう;paying tribute;(603, 85);603
24520;人皇;3;general noun;にんのう;emperor;(1023, 279);1023
24521;人臣;3;general noun;じんしん;subjects;(1023, 911);1023
24522;吹矢;3;general noun;ふきや;blowgun;(506, 1305);1305
24523;水棲;3;general noun;すいせい;aquatic;(137, 9999);9999
24524;衰勢;3;general noun;すいせい;downward tendency;(2037, 1633);2037
24525;衰滅;3;light-verb -suru attached;すいめつ;decline;(2037, 390);2037
24526;随順;3;light-verb -suru attached;ずいじゅん;obeying meekly;(1395, 136);1395
24527;数刻;3;general noun;すうこく;a few hours;(998, 1639);1639
24528;数等;3;possible to use as an adverb;すうとう;by far;(998, 1016);1016
24529;寸言;3;general noun;すんげん;pithy or short and witty remark;(45, 357);357
24530;寸毫;3;general noun;すんごう;a bit;(45, 9999);9999
24531;世尊;3;general noun;せそん;World-Honored One;(28, 1547);1547
24532;世態;3;general noun;せたい;social conditions;(28, 2161);2161
24533;星辰;3;general noun;せいしん;celestial bodies;(1676, 2164);2164
24534;星夜;3;general noun;せいや;starry night;(1676, 1115);1676
24535;晴着;3;general noun;はれぎ;Sunday best;(1658, 594);1658
24536;正系;3;general noun;せいけい;legitimate line;(405, 1492);1492
24537;正弦;3;general noun;せいげん;sine;(405, 1487);1487
24538;正餐;3;general noun;せいさん;banquet;(405, 9999);9999
24539;清談;3;general noun;せいだん;Qingtan;(1659, 374);1659
24540;清聴;3;light-verb -suru attached;せいちょう;attention;(1659, 890);1659
24541;生色;3;general noun;せいしょく;healthy complexion;(1675, 1890);1890
24542;生酢;3;general noun;きず;unadulterated vinegar;(1675, 1542);1675
24543;生麩;3;general noun;しょうふ;wheat starch;(1675, 9999);9999
24544;盛運;3;general noun;せいうん;prosperity;(1567, 325);1567
24545;盛儀;3;general noun;せいぎ;grand ceremony;(1567, 1059);1567
24546;盛事;3;general noun;せいじ;prosperous undertaking;(1567, 1240);1567
24547;精義;3;general noun;せいぎ;detailed exposition;(1655, 691);1655
24548;精粋;3;general noun;せいすい;purity;(1655, 993);1655
24549;聖賢;3;general noun;せいけん;saints and sages;(888, 915);915
24550;聖哲;3;general noun;せいてつ;wise man;(888, 1212);1212
24551;請暇;3;general noun;せいか;vacation request;(1656, 2027);2027
24552;隻語;3;general noun;せきご;just a few words;(755, 371);755
24553;隻手;3;general noun;せきしゅ;one arm;(755, 687);755
24554;石組;3;general noun;いしぐみ;arrangement of stones in a garden;(118, 1914);1914
24555;赤金;3;general noun;あかがね;copper;(1880, 287);1880
24556;切願;3;light-verb -suru attached;せつがん;entreaty;(89, 143);143
24557;切先;3;general noun;きっさき;point;(89, 263);263
24558;節季;3;general noun;せっき;end of the year or season;(1574, 978);1574
24559;節理;3;general noun;せつり;joint;(1574, 283);1574
24560;雪踏;3;general noun;せった;leather-soled sandals;(1225, 1381);1381
24561;雪白;3;general noun;せっぱく;snow-white;(1225, 37);1225
24562;絶技;3;general noun;ぜつぎ;special move;(1891, 769);1891
24563;千鈞;3;general noun;せんきん;1000 pounds;(40, 9999);9999
24564;宣旨;3;general noun;せんじ;written imperial order;(200, 493);493
24565;戦旗;3;general noun;せんき;battle flag;(2079, 1901);2079
24566;煽情;3;light-verb -suru attached;せんじょう;suggestiveness;(9999, 1657);9999
24567;線分;3;general noun;せんぶん;line segment;(1438, 844);1438
24568;船玉;3;general noun;ふなだま;guardian deity of a ship;(2019, 272);2019
24569;船人;3;general noun;ふなびと;sailor;(2019, 1023);2019
24570;船隊;3;general noun;せんたい;fleet;(2019, 1403);2019
24571;前栽;3;general noun;せんざい;garden;(309, 382);382
24572;禅室;3;general noun;ぜんしつ;room for zazen meditation;(2080, 816);2080
24573;疎漏;3;adjectival noun, na-adjective;そろう;careless;(1797, 1149);1797
24574;粗大;3;adjectival noun, na-adjective;そだい;coarse or rough;(1915, 112);1915
24575;組子;3;general noun;くみこ;member;(1914, 99);1914
24576;双眼;3;general noun;そうがん;both eyes;(753, 1577);1577
24577;奏効;3;light-verb -suru attached;そうこう;efficacy;(1693, 1369);1693
24578;挿図;3;general noun;そうず;illustration;(1197, 1264);1264
24579;掻痒;3;general noun;そうよう;itch;(9999, 9999);9999
24580;操行;3;general noun;そうこう;conduct;(724, 938);938
24581;操守;3;general noun;そうしゅ;constancy;(724, 198);724
24582;早急;3;general noun;そうきゅう;urgent;(26, 1229);1229
24583;早蕨;3;general noun;さわらび;freshly budded bracken;(26, 9999);9999
24584;総髪;3;general noun;そうはつ;wearing one's hair knotted in the back;(1466, 2074);2074
24585;草叢;3;general noun;くさくさむら;clump of bushes;(238, 9999);9999
24586;送話;3;light-verb -suru attached;そうわ;transmission;(2172, 368);2172
24587;増結;3;light-verb -suru attached;ぞうけつ;adding train cars;(541, 1451);1451
24588;造機;3;general noun;ぞうき;engine construction;(299, 1482);1482
24589;即諾;3;light-verb -suru attached;そくだく;ready consent;(1572, 375);1572
24590;即納;3;light-verb -suru attached;そくのう;prompt payment or delivery;(1572, 1456);1572
24591;束髪;3;general noun;そくはつ;hairstyle introduced in the Meiji era consisting in a bun or chignon tied at the back of the head;(1793, 2074);2074
24592;俗諺;3;general noun;ぞくげん;proverb;(1042, 9999);9999
24593;賊名;3;general noun;ぞくめい;"the name of ""rebel""";(381, 117);381
24594;続映;3;light-verb -suru attached;ぞくえい;continued showing of a movie;(1445, 1879);1879
24595;他宗;3;general noun;たしゅう;another sect;(1034, 1181);1181
24596;他心;3;general noun;たしん;other intention;(1034, 639);1034
24597;他動;3;general noun;たどう;transitive verb;(1034, 1806);1806
24598;多生;3;general noun;たしょう;metempsychosis;(113, 1675);1675
24599;太股;3;general noun;ふともも;thigh;(126, 764);764
24600;惰弱;3;general noun;だじゃく;apathetic;(676, 1323);1323
24601;帯革;3;general noun;おびかわ;leather belt;(444, 2041);2041
24602;帯金;3;general noun;おびがね;iron band;(444, 287);444
24603;袋網;3;general noun;ふくろあみ;tunnel net;(1081, 1473);1473
24604;貸間;3;general noun;かしま;room to let;(1082, 1747);1747
24605;大喝;3;light-verb -suru attached;だいかつ;shouting in a thunderous voice;(112, 491);491
24606;卓絶;3;light-verb -suru attached;たくぜつ;excellence;(52, 1891);1891
24607;達文;3;general noun;たつぶん;skilled writing;(591, 1861);1861
24608;脱糞;3;light-verb -suru attached;だっぷん;a bowel movement;(537, 9999);9999
24609;脱肛;3;light-verb -suru attached;だっこう;anal prolapse;(537, 9999);9999
24610;旦暮;3;general noun;たんぼ;dawn and dusk;(30, 247);247
24611;淡淡;3;general noun;たんたん;uninterested;(176, 176);176
24612;団栗;3;general noun;どんぐり;acorn;(625, 1735);1735
24613;弾幕;3;general noun;だんまく;barrage;(2081, 437);2081
24614;断碑;3;general noun;だんぴ;broken stone monument;(1218, 1630);1630
24615;段段;3;general noun;だんだん;gradually;(2003, 2003);2003
24616;段物;3;general noun;だんもの;piece in several acts;(2003, 1129);2003
24617;地気;3;general noun;ちき;air or vapour in the soil;(554, 2030);2030
24618;地虫;3;general noun;じむし;scarabaeid beetle grub;(554, 556);556
24619;智力;3;general noun;ちりょく;intelligence;(1309, 922);1309
24620;痴愚;3;general noun;ちぐ;imbecility;(1814, 2107);2107
24621;致仕;3;light-verb -suru attached;ちし;resignation;(818, 1033);1033
24622;逐電;3;light-verb -suru attached;ちくでん;flight;(578, 574);578
24623;茶釜;3;general noun;ちゃがま;teakettle;(267, 1367);1367
24624;茶巾;3;general noun;ちゃきん;tea cloth;(267, 432);432
24625;着駅;3;general noun;ちゃくえき;destination station;(594, 2138);2138
24626;忠魂;3;general noun;ちゅうこん;loyalty;(648, 2177);2177
24627;忠僕;3;general noun;ちゅうぼく;faithful servant;(648, 1933);1933
24628;抽斗;3;general noun;ひきだし;drawer;(1187, 1261);1261
24629;貯炭;3;general noun;ちょたん;storing coal;(206, 833);833
24630;丁数;3;general noun;ちょうすう;number of pages;(95, 998);998
24631;弔砲;3;general noun;ちょうほう;artillery funeral salute;(1319, 571);1319
24632;朝憲;3;general noun;ちょうけん;laws of a nation;(53, 1674);1674
24633;潮水;3;general noun;しおみず;seawater;(152, 137);152
24634;潮路;3;general noun;しおじ;a tideway;(152, 1376);1376
24635;長音;3;general noun;ちょうおん;long sound;(2070, 518);2070
24636;長袴;3;general noun;ながばかま;long hakama;(2070, 9999);9999
24637;長尻;3;adjectival noun, na-adjective;ながじり;long stay;(2070, 1134);2070
24638;鳥網;3;general noun;とりあみ;fowling net;(2091, 1473);2091
24639;沈澱;3;light-verb -suru attached;ちんでん;precipitation;(2033, 9999);9999
24640;珍蔵;3;light-verb -suru attached;ちんぞう;treasuring something of value;(1859, 913);1859
24641;墜死;3;light-verb -suru attached;ついし;falling to one's death;(1404, 878);1404
24642;追懐;3;light-verb -suru attached;ついかい;recollection;(1359, 891);1359
24643;通語;3;general noun;つうご;common speech;(1511, 371);1511
24644;通謀;3;light-verb -suru attached;つうぼう;collusion;(1511, 1897);1897
24645;塚穴;3;general noun;つかあな;grave;(1117, 1413);1413
24646;釣鐘;3;general noun;つりがね;hanging bell;(291, 470);470
24647;釣針;3;general noun;つりばり;fish hook;(291, 292);292
24648;鶴首;3;light-verb -suru attached;かくしゅ;looking forward to;(2093, 74);2093
24649;低頭;3;light-verb -suru attached;ていとう;low bow;(1973, 1549);1973
24650;低能;3;adjectival noun, na-adjective;ていのう;low intelligence;(1973, 2160);2160
24651;定温;3;general noun;ていおん;fixed temperature;(408, 1560);1560
24652;定法;3;general noun;じょうほう;established rule;(408, 813);813
24653;定木;3;general noun;じょうぎ;ruler;(408, 207);408
24654;定紋;3;general noun;じょうもん;family crest;(408, 1863);1863
24655;釘隠;3;general noun;くぎかくし;nail hider;(9999, 1410);9999
24656;泥鰌;3;general noun;どじょう;loach;(1135, 9999);9999
24657;摘心;3;light-verb -suru attached;てきしん;thinning;(709, 639);709
24658;摘要;3;light-verb -suru attached;てきよう;summary;(709, 1730);1730
24659;適時;3;adjectival noun, na-adjective;てきじ;timely;(473, 171);473
24660;適訳;3;general noun;てきやく;proper or suitable translation;(473, 1154);1154
24661;天恩;3;general noun;てんおん;blessings of heaven;(457, 652);652
24662;天工;3;general noun;てんこう;work of nature;(457, 80);457
24663;天象;3;general noun;てんしょう;weather;(457, 2130);2130
24664;天譴;3;general noun;てんけん;divine punishment;(457, 9999);9999
24665;点茶;3;general noun;てんちゃ;boiling tea;(181, 267);267
24666;点睛;3;general noun;てんせい;adding eyes and other finishing touches to an animal painting;(181, 9999);9999
24667;殿舎;3;general noun;でんしゃ;palace;(1945, 338);1945
24668;殿上;3;general noun;てんじょう;the court;(1945, 50);1945
24669;田遊;3;general noun;たあそび;to pray for a successful rice harvest in the coming year;(14, 1126);1126
24670;電路;3;general noun;でんろ;electrical circuit;(574, 1376);1376
24671;徒刑;3;general noun;とけい;penal servitude;(943, 734);943
24672;徒然;3;general noun;つれづれ;tedium;(943, 256);943
24673;渡殿;3;general noun;わたどの;roofed corridor connecting two buildings;(1279, 1945);1945
24674;渡洋;3;light-verb -suru attached;とよう;transoceanic;(1279, 588);1279
24675;土匪;3;general noun;どひ;local rebels;(161, 9999);9999
24676;土民;3;general noun;どみん;native;(161, 1976);1976
24677;奴等;3;pronoun;やつら;they;(758, 1016);1016
24678;唐臼;3;general noun;からうす;mortar;(1241, 1531);1531
24679;投合;3;light-verb -suru attached;とうごう;agreement;(762, 269);762
24680;湯麺;3;general noun;たんめん;Chinese-style stir-fried vegetable noodle soup;(585, 2040);2040
24681;灯影;3;general noun;ほかげ;flicker of light;(177, 1848);1848
24682;等質;3;general noun;とうしつ;same nature or quality;(1016, 1219);1219
24683;踏台;3;general noun;ふみだい;stool;(1381, 805);1381
24684;透写;3;light-verb -suru attached;とうしゃ;tracing;(981, 1336);1336
24685;頭株;3;general noun;あたまかぶ;chief;(1549, 236);1549
24686;同君;3;general noun;どうくん;the person heretofore mentioned;(192, 1246);1246
24687;撞着;3;light-verb -suru attached;どうちゃく;contradiction;(9999, 594);9999
24688;胴衣;3;general noun;どうい;padded, sleeveless undergarment;(194, 423);423
24689;徳望;3;general noun;とくぼう;moral influence;(950, 528);950
24690;特出;3;light-verb -suru attached;とくしゅつ;prominence;(261, 829);829
24691;特電;3;general noun;とくでん;special telegram or dispatch;(261, 574);574
24692;独眼;3;general noun;どくがん;one-eyed;(561, 1577);1577
24693;読会;3;general noun;どっかい;reading;(372, 814);814
24694;読手;3;general noun;よみて;reader;(372, 687);687
24695;鈍根;3;adjectival noun, na-adjective;どんこん;slow-witted;(1611, 1571);1611
24696;内室;3;general noun;ないしつ;one's wife;(1095, 816);1095
24697;内接;3;light-verb -suru attached;ないせつ;inscribed;(1095, 725);1095
24698;内庭;3;general noun;うちにわ;inner court;(1095, 634);1095
24699;馴致;3;light-verb -suru attached;じゅんち;taming;(9999, 818);9999
24700;難訓;3;general noun;なんくん;difficult reading of a kanji;(1703, 365);1703
24701;二黒;3;general noun;じこく;second of nine traditional astrological signs;(2, 186);186
24702;肉太;3;adjectival noun, na-adjective;にくぶと;boldface;(1098, 126);1098
24703;日歩;3;general noun;ひぶ;daily interest;(12, 397);397
24704;乳状;3;general noun;にゅうじょう;milky;(786, 254);786
24705;入京;3;light-verb -suru attached;にゅうきょう;entering the capital;(842, 334);842
24706;入貢;3;light-verb -suru attached;にゅうこう;paying tribute;(842, 85);842
24707;入相;3;general noun;いりあい;sunset;(842, 222);842
24708;入定;3;light-verb -suru attached;にゅうじょう;entering a state of intense concentration;(842, 408);842
24709;入牢;3;light-verb -suru attached;にゅうろう;imprisonment;(842, 9999);9999
24710;葱鮪;3;general noun;ねぎまぐろ;dishes based on spring onions and tuna;(9999, 9999);9999
24711;熱涙;3;general noun;ねつるい;hot tears;(1634, 1163);1634
24712;年弱;3;general noun;としよわ;child born in last half of the year;(1114, 1323);1323
24713;能文;3;general noun;のうぶん;skilled in writing;(2160, 1861);2160
24714;農兵;3;general noun;のうへい;conscripted farmers;(2170, 1429);2170
24715;波路;3;general noun;なみじ;sea route;(866, 1376);1376
24716;破船;3;general noun;はせん;a shipwreck;(869, 2019);2019
24717;馬橇;3;general noun;ばそり;horse-drawn sleigh;(2132, 9999);9999
24718;拝顔;3;light-verb -suru attached;はいがん;meeting;(1686, 1853);1853
24719;拝復;3;general noun;はいふく;Dear Sir or Madam, in reply to your letter ...;(1686, 940);1686
24720;敗亡;3;light-verb -suru attached;はいぼう;defeat;(353, 524);524
24721;肺臓;3;general noun;はいぞう;lungs;(443, 914);914
24722;買手;3;general noun;かいて;buyer;(894, 687);894
24723;博大;3;adjectival noun, na-adjective;はくだい;large and wide;(48, 112);112
24724;博労;3;general noun;ばくろう;cattle or horse trader;(48, 924);924
24725;白粥;3;general noun;しらかゆ;unflavored rice porridge;(37, 9999);9999
24726;白肌;3;general noun;しらはだ;white-coloured skin;(37, 70);70
24727;白帆;3;general noun;しらほ;white sail;(37, 434);434
24728;白毫;3;general noun;びゃくごう;whorl of white hair on the forehead of the Buddha, represented by a white precious stone on statues of Buddha;(37, 9999);9999
24729;漠々;3;general noun;ばくばく;vast;(245, 9999);9999
24730;箱屋;3;general noun;はこや;box maker;(1013, 1138);1138
24731;箱枕;3;general noun;はこまくら;pillow encased in a box;(1013, 2034);2034
24732;八白;3;general noun;はっぱく;eighth of nine traditional astrological signs;(8, 37);37
24733;発癌;3;general noun;はつがん;cancer causing;(1840, 9999);9999
24734;罰点;3;general noun;ばってん;cross mark;(896, 181);896
24735;半解;3;general noun;はんかい;only half understood;(1286, 1955);1955
24736;反覆;3;light-verb -suru attached;はんぷく;repetition;(779, 1738);1738
24737;斑文;3;general noun;はんもん;speckles;(1865, 1861);1865
24738;犯跡;3;general noun;はんせき;criminal evidence;(1517, 1883);1883
24739;繁閑;3;general noun;はんかん;press and slack of business;(1435, 1753);1753
24740;藩侯;3;general noun;はんこう;feudal lord;(2061, 1767);2061
24741;飯米;3;general noun;はんまい;rice;(1583, 987);1583
24742;晩冬;3;possible to use as an adverb;ばんとう;late winter;(2128, 456);2128
24743;番線;3;general noun;ばんせん;track number;(2058, 1438);2058
24744;番卒;3;general noun;ばんそつ;sentry;(2058, 1102);2058
24745;蛮夷;3;general noun;ばんい;savages;(1884, 9999);9999
24746;匪賊;3;general noun;ひぞく;bandit;(9999, 381);9999
24747;比丘;3;general noun;びく;;(482, 1427);1427
24748;比熱;3;general noun;ひねつ;specific heat;(482, 1634);1634
24749;秘跡;3;general noun;ひせき;sacrament;(970, 1883);1883
24750;秘蹟;3;general noun;ひせき;sacrament;(970, 9999);9999
24751;非議;3;light-verb -suru attached;ひぎ;criticism;(1760, 692);1760
24752;非人;3;general noun;ひにん;group comprising the lowest rank of Japan's Edo-period caste system;(1760, 1023);1760
24753;飛地;3;general noun;とびち;scattered landholdings;(2032, 554);2032
24754;微雨;3;general noun;びう;light rain;(954, 451);954
24755;微弱;3;general noun;びじゃく;feeble;(954, 1323);1323
24756;微禄;3;light-verb -suru attached;びろく;small stipend;(954, 9999);9999
24757;眉根;3;general noun;まゆね;part of the eyebrow closest to the nose;(2045, 1571);2045
24758;鼻唄;3;general noun;はなうた;humming;(733, 57);733
24759;鼻紙;3;general noun;はながみ;tissue paper;(733, 1971);1971
24760;鼻輪;3;general noun;はなわ;nose ring;(733, 1963);1963
24761;膝枕;3;general noun;ひざまくら;sleeping with one's head in another's lap;(1002, 2034);2034
24762;必中;3;light-verb -suru attached;ひっちゅう;hitting the target;(685, 39);685
24763;筆蹟;3;general noun;ひっせき;handwriting;(1014, 9999);9999
24764;筆端;3;general noun;ひったん;tip of a brush or pen;(1014, 1251);1251
24765;百般;3;general noun;ひゃっぱん;all;(38, 2016);2016
24766;謬見;3;general noun;びゅうけん;fallacy;(9999, 61);9999
24767;標札;3;general noun;ひょうさつ;nameplate;(1734, 225);1734
24768;標目;3;general noun;ひょうもく;entry heading;(1734, 15);1734
24769;表書;3;light-verb -suru attached;ひょうしょ;address;(1666, 349);1666
24770;浜手;3;general noun;はまて;place near the beach;(1430, 687);1430
24771;瓶子;3;general noun;へいじ;earthenware pot;(1109, 99);1109
24772;不為;3;general noun;ふため;disadvantageous;(1302, 2067);2067
